kernel,d,n,p,method,lambda,rank,limit,time
exponential_kernel,100,316,10,alignfc,0.1,30,3600,2.833530902862549
exponential_kernel,100,316,10,FITC,0.1,30,3600,4.059720993041992
exponential_kernel,100,316,10,align,0.1,30,3600,0.592069149017334
exponential_kernel,100,316,10,Nystrom,0.1,30,3600,0.17984795570373535
exponential_kernel,100,316,10,l2krr,0.1,30,3600,0.5508201122283936
exponential_kernel,100,316,10,alignf,0.1,30,3600,2.77827787399292
exponential_kernel,100,316,10,uniform,0.1,30,3600,0.438762903213501
exponential_kernel,100,316,10,RFF,0.1,30,3600,0.07922983169555664
exponential_kernel,100,316,10,ICD,0.1,30,3600,0.16510510444641113
exponential_kernel,100,1000,10,Mklaren,0.1,30,3600,2.105159044265747
exponential_kernel,100,1000,10,CSI,0.1,30,3600,3.7856569290161133
exponential_kernel,100,1000,10,alignfc,0.1,30,3600,52.4558219909668
exponential_kernel,100,1000,10,FITC,0.1,30,3600,9.131870031356812
exponential_kernel,100,1000,10,align,0.1,30,3600,9.662543773651123
exponential_kernel,100,1000,10,Nystrom,0.1,30,3600,0.4149658679962158
exponential_kernel,100,1000,10,l2krr,0.1,30,3600,8.200684070587158
exponential_kernel,100,1000,10,alignf,0.1,30,3600,51.99980688095093
exponential_kernel,100,1000,10,uniform,0.1,30,3600,4.728502988815308
exponential_kernel,100,1000,10,RFF,0.1,30,3600,0.1176910400390625
exponential_kernel,100,1000,10,ICD,0.1,30,3600,0.3854849338531494
exponential_kernel,100,3162,10,Mklaren,0.1,30,3600,5.87273097038269
exponential_kernel,100,3162,10,CSI,0.1,30,3600,17.18788480758667
exponential_kernel,100,3162,10,alignfc,0.1,30,3600,1463.164570093155
exponential_kernel,100,3162,10,FITC,0.1,30,3600,14.760932207107544
exponential_kernel,100,3162,10,align,0.1,30,3600,158.16509294509888
exponential_kernel,100,3162,10,Nystrom,0.1,30,3600,1.1669881343841553
exponential_kernel,100,3162,10,l2krr,0.1,30,3600,115.83180379867554
exponential_kernel,100,3162,10,alignf,0.1,30,3600,1461.8277740478516
exponential_kernel,100,3162,10,ICD,0.1,30,3600,1.0754649639129639
exponential_kernel,100,3162,10,RFF,0.1,30,3600,0.25905895233154297
exponential_kernel,100,3162,10,uniform,0.1,30,3600,44.3101589679718
exponential_kernel,100,10000,10,Mklaren,0.1,30,3600,17.04768705368042
exponential_kernel,100,10000,10,CSI,0.1,30,3600,101.26527500152588
exponential_kernel,100,10000,10,alignfc,0.1,30,3600,inf
exponential_kernel,100,10000,10,FITC,0.1,30,3600,21.322187900543213
exponential_kernel,100,10000,10,align,0.1,30,3600,inf
exponential_kernel,100,10000,10,Nystrom,0.1,30,3600,3.5918729305267334
exponential_kernel,100,10000,10,l2krr,0.1,30,3600,inf
exponential_kernel,100,10000,10,alignf,0.1,30,3600,inf
exponential_kernel,100,10000,10,ICD,0.1,30,3600,3.5294220447540283
exponential_kernel,100,10000,10,RFF,0.1,30,3600,0.7304511070251465
exponential_kernel,100,10000,10,uniform,0.1,30,3600,593.7654430866241
exponential_kernel,100,31622,10,Mklaren,0.1,30,3600,53.69174385070801
exponential_kernel,100,31622,10,alignfc,0.1,30,3600,inf
exponential_kernel,100,31622,10,FITC,0.1,30,3600,90.27688217163086
exponential_kernel,100,31622,10,align,0.1,30,3600,inf
exponential_kernel,100,31622,10,Nystrom,0.1,30,3600,11.532073974609375
exponential_kernel,100,31622,10,l2krr,0.1,30,3600,inf
exponential_kernel,100,31622,10,alignf,0.1,30,3600,inf
exponential_kernel,100,31622,10,uniform,0.1,30,3600,inf
exponential_kernel,100,31622,10,RFF,0.1,30,3600,2.449395179748535
exponential_kernel,100,31622,10,ICD,0.1,30,3600,10.62916612625122
exponential_kernel,100,100000,10,Mklaren,0.1,30,3600,183.73973989486694
exponential_kernel,100,100000,10,CSI,0.1,30,3600,inf
exponential_kernel,100,100000,10,alignfc,0.1,30,3600,inf
exponential_kernel,100,100000,10,FITC,0.1,30,3600,387.05986189842224
exponential_kernel,100,100000,10,align,0.1,30,3600,inf
exponential_kernel,100,100000,10,Nystrom,0.1,30,3600,39.734774112701416
exponential_kernel,100,100000,10,l2krr,0.1,30,3600,inf
exponential_kernel,100,100000,10,alignf,0.1,30,3600,inf
exponential_kernel,100,100000,10,uniform,0.1,30,3600,inf
exponential_kernel,100,100000,10,RFF,0.1,30,3600,8.857239961624146
exponential_kernel,100,100000,10,ICD,0.1,30,3600,36.402971029281616
exponential_kernel,100,316227,10,Mklaren,0.1,30,3600,637.1707708835602
exponential_kernel,100,316227,10,CSI,0.1,30,3600,inf
exponential_kernel,100,316227,10,alignfc,0.1,30,3600,inf
exponential_kernel,100,316227,10,FITC,0.1,30,3600,1011.2625000476837
exponential_kernel,100,316227,10,align,0.1,30,3600,inf
exponential_kernel,100,316227,10,Nystrom,0.1,30,3600,136.57434916496277
exponential_kernel,100,316227,10,l2krr,0.1,30,3600,inf
exponential_kernel,100,316227,10,alignf,0.1,30,3600,inf
exponential_kernel,100,316227,10,uniform,0.1,30,3600,inf
exponential_kernel,100,316227,10,RFF,0.1,30,3600,32.699846029281616
exponential_kernel,100,316227,10,ICD,0.1,30,3600,117.22693514823914
exponential_kernel,100,1000000,10,Mklaren,0.1,30,3600,2070.781970977783
exponential_kernel,100,1000000,10,CSI,0.1,30,3600,inf
exponential_kernel,100,1000000,10,alignfc,0.1,30,3600,inf
exponential_kernel,100,1000000,10,FITC,0.1,30,3600,3202.2846479415894
exponential_kernel,100,1000000,10,align,0.1,30,3600,inf
exponential_kernel,100,1000000,10,Nystrom,0.1,30,3600,433.77915692329407
exponential_kernel,100,1000000,10,l2krr,0.1,30,3600,inf
exponential_kernel,100,1000000,10,alignf,0.1,30,3600,inf
exponential_kernel,100,1000000,10,uniform,0.1,30,3600,inf
exponential_kernel,100,1000000,10,RFF,0.1,30,3600,105.2237799167633
exponential_kernel,100,1000000,10,ICD,0.1,30,3600,370.5419850349426
